benchmark,sample_index,frame_time_ms,fps
pack_shader_showcase,0,23.8854,41.8665
pack_shader_showcase,1,3.3003,303.0015
pack_shader_showcase,2,8.7916,113.7455
pack_shader_showcase,3,8.0913,123.5889
pack_shader_showcase,4,11.0430,90.5549
pack_shader_showcase,5,6.0469,165.3747
pack_shader_showcase,6,8.9531,111.6926
pack_shader_showcase,7,20.2316,49.4276
pack_shader_showcase,8,19.7915,50.5269
pack_shader_showcase,9,6.8592,145.7889
pack_shader_showcase,10,8.0171,124.7337
pack_shader_showcase,11,8.3754,119.3977
pack_shader_showcase,12,8.1792,122.2618
pack_shader_showcase,13,9.2880,107.6656
pack_shader_showcase,14,9.1757,108.9835
pack_shader_showcase,15,20.4169,48.9791
pack_shader_showcase,16,16.6252,60.1495
pack_shader_showcase,17,7.2793,137.3756
pack_shader_showcase,18,6.2849,159.1119
pack_shader_showcase,19,9.4670,105.6305
pack_shader_showcase,20,8.2436,121.3058
pack_shader_showcase,21,8.1528,122.6571
pack_shader_showcase,22,8.3790,119.3461
pack_shader_showcase,23,9.8929,101.0826
pack_shader_showcase,24,6.7327,148.5293
pack_shader_showcase,25,31.7052,31.5406
pack_shader_showcase,26,6.8364,146.2752
pack_shader_showcase,27,8.9773,111.3924
pack_shader_showcase,28,7.1779,139.3166
pack_shader_showcase,29,8.2820,120.7433
pack_shader_showcase,30,9.0552,110.4341
pack_shader_showcase,31,7.4148,134.8650
pack_shader_showcase,32,9.3554,106.8906
pack_shader_showcase,33,30.7024,32.5707
pack_shader_showcase,34,7.4370,134.4627
pack_shader_showcase,35,8.1697,122.4040
pack_shader_showcase,36,9.8810,101.2047
pack_shader_showcase,37,6.7412,148.3420
pack_shader_showcase,38,8.4363,118.5348
pack_shader_showcase,39,8.3250,120.1208
pack_shader_showcase,40,9.2239,108.4137
pack_shader_showcase,41,20.2063,49.4894
pack_shader_showcase,42,15.4981,64.5241
pack_shader_showcase,43,6.9878,143.1057
pack_shader_showcase,44,7.6621,130.5133
pack_shader_showcase,45,8.9873,111.2682
pack_shader_showcase,46,9.2120,108.5537
pack_shader_showcase,47,7.5343,132.7257
pack_shader_showcase,48,7.6078,131.4446
pack_shader_showcase,49,9.1312,109.5141
pack_shader_showcase,50,7.8948,126.6649
pack_shader_showcase,51,32.9579,30.3417
pack_shader_showcase,52,6.9651,143.5723
pack_shader_showcase,53,7.7576,128.9052
pack_shader_showcase,54,8.9936,111.1904
pack_shader_showcase,55,9.9375,100.6294
pack_shader_showcase,56,6.3554,157.3453
pack_shader_showcase,57,8.4455,118.4059
pack_shader_showcase,58,8.9961,111.1589
pack_shader_showcase,59,21.0818,47.4342
pack_shader_showcase,60,17.2371,58.0145
pack_shader_showcase,61,5.3683,186.2804
pack_shader_showcase,62,8.6883,115.0979
pack_shader_showcase,63,8.0008,124.9878
pack_shader_showcase,64,8.9484,111.7512
pack_shader_showcase,65,9.2561,108.0370
pack_shader_showcase,66,7.7598,128.8694
pack_shader_showcase,67,18.8115,53.1590
pack_shader_showcase,68,16.6515,60.0548
pack_shader_showcase,69,7.6987,129.8919
pack_shader_showcase,70,7.1732,139.4070
pack_shader_showcase,71,7.9611,125.6103
pack_shader_showcase,72,8.8528,112.9583
pack_shader_showcase,73,8.3792,119.3428
pack_shader_showcase,74,8.8438,113.0739
pack_shader_showcase,75,9.4337,106.0027
pack_shader_showcase,76,17.2638,57.9248
pack_shader_showcase,77,16.0812,62.1843
pack_shader_showcase,78,7.2348,138.2217
pack_shader_showcase,79,8.5814,116.5317
pack_shader_showcase,80,7.6799,130.2101
pack_shader_showcase,81,7.8973,126.6249
pack_shader_showcase,82,8.8659,112.7918
pack_shader_showcase,83,8.1563,122.6046
pack_shader_showcase,84,9.0313,110.7263
pack_shader_showcase,85,20.8641,47.9292
pack_shader_showcase,86,3.5288,283.3828
pack_shader_showcase,87,20.6714,48.3759
pack_shader_showcase,88,9.1841,108.8835
pack_shader_showcase,89,6.7950,147.1664
pack_shader_showcase,90,9.1437,109.3647
pack_shader_showcase,91,7.9187,126.2838
pack_shader_showcase,92,8.6076,116.1769
pack_shader_showcase,93,8.5867,116.4591
pack_shader_showcase,94,21.9426,45.5734
pack_shader_showcase,95,15.9677,62.6265
pack_shader_showcase,96,3.3509,298.4277
pack_shader_showcase,97,8.5350,117.1653
pack_shader_showcase,98,10.3702,96.4301
pack_shader_showcase,99,6.5201,153.3707
pack_shader_showcase,100,8.6542,115.5505
pack_shader_showcase,101,8.2407,121.3483
pack_shader_showcase,102,8.7027,114.9073
pack_shader_showcase,103,32.8738,30.4194
pack_shader_showcase,104,6.4964,153.9307
pack_shader_showcase,105,8.1975,121.9891
pack_shader_showcase,106,8.6118,116.1193
pack_shader_showcase,107,9.3636,106.7963
pack_shader_showcase,108,6.8956,145.0204
pack_shader_showcase,109,8.8932,112.4456
pack_shader_showcase,110,7.9998,125.0030
pack_shader_showcase,111,21.7699,45.9350
pack_shader_showcase,112,20.2926,49.2791
pack_shader_showcase,113,6.2684,159.5291
pack_shader_showcase,114,8.9045,112.3031
pack_shader_showcase,115,7.9971,125.0450
pack_shader_showcase,116,10.5081,95.1650
pack_shader_showcase,117,6.5918,151.7032
pack_shader_showcase,118,8.5522,116.9284
pack_shader_showcase,119,20.0214,49.9466
pack_shader_showcase,120,3.6058,277.3305
pack_shader_showcase,121,20.5500,48.6619
pack_shader_showcase,122,6.5936,151.6632
pack_shader_showcase,123,8.1700,122.3996
pack_shader_showcase,124,9.3464,106.9935
pack_shader_showcase,125,8.1692,122.4104
pack_shader_showcase,126,9.8347,101.6810
pack_shader_showcase,127,6.6659,150.0170
pack_shader_showcase,128,9.1812,108.9185
pack_shader_showcase,129,19.2327,51.9948
pack_shader_showcase,130,21.8502,45.7661
pack_shader_showcase,131,6.1846,161.6913
pack_shader_showcase,132,8.3169,120.2372
pack_shader_showcase,133,8.4520,118.3157
pack_shader_showcase,134,10.7584,92.9506
pack_shader_showcase,135,9.4706,105.5899
pack_shader_showcase,136,6.7895,147.2856
pack_shader_showcase,137,22.9622,43.5498
pack_shader_showcase,138,21.0478,47.5110
pack_shader_showcase,139,6.7511,148.1242
pack_shader_showcase,140,8.3159,120.2518
pack_shader_showcase,141,8.5659,116.7423
pack_shader_showcase,142,8.4660,118.1192
pack_shader_showcase,143,8.5198,117.3735
pack_shader_showcase,144,22.0207,45.4118
pack_shader_showcase,145,15.5743,64.2084
pack_shader_showcase,146,6.6905,149.4661
pack_shader_showcase,147,8.7600,114.1549
pack_shader_showcase,148,9.9853,100.1475
pack_shader_showcase,149,7.4495,134.2378
pack_shader_showcase,150,8.1764,122.3030
pack_shader_showcase,151,7.9964,125.0560
pack_shader_showcase,152,8.7638,114.1062
pack_shader_showcase,153,20.7163,48.2712
pack_shader_showcase,154,30.0869,33.2371
pack_shader_showcase,155,4.5657,219.0257
pack_shader_showcase,156,10.0694,99.3112
pack_shader_showcase,157,7.1820,139.2369
pack_shader_showcase,158,7.4823,133.6494
pack_shader_showcase,159,9.0135,110.9450
pack_shader_showcase,160,9.4600,105.7085
pack_shader_showcase,161,7.8702,127.0618
pack_shader_showcase,162,33.6043,29.7581
pack_shader_showcase,163,6.5418,152.8625
pack_shader_showcase,164,8.9198,112.1102
pack_shader_showcase,165,9.5833,104.3485
pack_shader_showcase,166,5.8526,170.8641
pack_shader_showcase,167,8.9121,112.2073
pack_shader_showcase,168,8.0442,124.3133
pack_shader_showcase,169,21.9688,45.5191
pack_shader_showcase,170,18.3434,54.5156
pack_shader_showcase,171,3.6907,270.9501
pack_shader_showcase,172,8.3349,119.9768
pack_shader_showcase,173,8.7383,114.4389
pack_shader_showcase,174,8.9791,111.3693
pack_shader_showcase,175,8.5118,117.4841
pack_shader_showcase,176,7.3118,136.7646
pack_shader_showcase,177,8.1571,122.5932
pack_shader_showcase,178,19.9574,50.1068
pack_shader_showcase,179,19.9131,50.2181
pack_shader_showcase,180,7.1119,140.6087
pack_shader_showcase,181,7.8537,127.3286
pack_shader_showcase,182,8.9134,112.1903
pack_shader_showcase,183,8.0350,124.4561
pack_shader_showcase,184,20.8212,48.0280
pack_shader_showcase,185,34.1931,29.2456
pack_shader_showcase,186,27.2585,36.6858
pack_shader_showcase,187,15.6318,63.9723
pack_shader_showcase,188,17.2687,57.9083
pack_shader_showcase,189,42.6960,23.4214
pack_shader_showcase,190,16.4425,60.8181
pack_shader_showcase,191,11.5975,86.2255
pack_shader_showcase,192,10.1309,98.7080
pack_shader_showcase,193,10.6176,94.1834
pack_shader_showcase,194,23.2606,42.9912
pack_shader_showcase,195,21.1750,47.2254
pack_shader_showcase,196,9.8209,101.8238
pack_shader_showcase,197,10.9349,91.4504
pack_shader_showcase,198,9.8048,101.9912
pack_shader_showcase,199,9.8939,101.0723
pack_shader_showcase,200,8.9119,112.2098
pack_shader_showcase,201,22.5300,44.3852
pack_shader_showcase,202,24.2656,41.2107
pack_shader_showcase,203,10.3010,97.0784
pack_shader_showcase,204,10.4879,95.3476
pack_shader_showcase,205,9.5355,104.8710
pack_shader_showcase,206,8.6832,115.1652
pack_shader_showcase,207,8.8511,112.9800
pack_shader_showcase,208,38.5673,25.9287
pack_shader_showcase,209,11.5054,86.9156
pack_shader_showcase,210,8.9680,111.5076
pack_shader_showcase,211,9.6102,104.0564
pack_shader_showcase,212,8.3279,120.0784
pack_shader_showcase,213,8.5299,117.2341
pack_shader_showcase,214,20.9779,47.6691
pack_shader_showcase,215,25.8404,38.6991
pack_shader_showcase,216,10.1516,98.5067
pack_shader_showcase,217,9.5890,104.2864
pack_shader_showcase,218,10.5768,94.5466
pack_shader_showcase,219,11.3142,88.3846
pack_shader_showcase,220,20.1316,49.6732
pack_shader_showcase,221,21.1891,47.1942
pack_shader_showcase,222,10.2711,97.3608
pack_shader_showcase,223,9.0533,110.4570
pack_shader_showcase,224,8.7358,114.4718
pack_shader_showcase,225,9.0833,110.0923
pack_shader_showcase,226,9.1562,109.2160
pack_shader_showcase,227,10.5447,94.8347
pack_shader_showcase,228,22.9828,43.5107
pack_shader_showcase,229,20.3353,49.1757
pack_shader_showcase,230,11.0618,90.4013
pack_shader_showcase,231,9.5538,104.6702
pack_shader_showcase,232,9.9303,100.7018
pack_shader_showcase,233,8.7226,114.6441
pack_shader_showcase,234,9.1107,109.7610
pack_shader_showcase,235,21.2484,47.0623
pack_shader_showcase,236,19.5042,51.2711
pack_shader_showcase,237,9.5086,105.1682
pack_shader_showcase,238,9.8547,101.4740
pack_shader_showcase,239,9.2508,108.0991
pack_shader_showcase,240,8.4476,118.3775
pack_shader_showcase,241,8.5844,116.4902
pack_shader_showcase,242,8.8815,112.5933
pack_shader_showcase,243,20.1050,49.7390
pack_shader_showcase,244,18.0490,55.4048
pack_shader_showcase,245,10.5379,94.8951
pack_shader_showcase,246,10.7944,92.6411
pack_shader_showcase,247,9.8052,101.9866
pack_shader_showcase,248,8.7905,113.7586
pack_shader_showcase,249,9.4880,105.3963
pack_shader_showcase,250,22.3912,44.6605
pack_shader_showcase,251,18.8210,53.1322
pack_shader_showcase,252,8.9609,111.5961
pack_shader_showcase,253,8.2852,120.6971
pack_shader_showcase,254,8.8163,113.4263
pack_shader_showcase,255,9.4710,105.5859
pack_shader_showcase,256,8.7161,114.7305
pack_shader_showcase,257,8.1330,122.9552
pack_shader_showcase,258,8.8614,112.8484
pack_shader_showcase,259,19.5914,51.0427
pack_shader_showcase,260,24.2594,41.2212
pack_shader_showcase,261,9.4901,105.3725
pack_shader_showcase,262,9.5521,104.6888
pack_shader_showcase,263,9.6061,104.1003
pack_shader_showcase,264,8.7460,114.3379
pack_shader_showcase,265,8.3062,120.3920
pack_shader_showcase,266,8.8814,112.5948
pack_shader_showcase,267,19.8353,50.4150
pack_shader_showcase,268,24.8744,40.2019
pack_shader_showcase,269,8.6643,115.4155
pack_shader_showcase,270,8.8654,112.7986
pack_shader_showcase,271,9.8232,101.7998
pack_shader_showcase,272,9.1762,108.9772
pack_shader_showcase,273,8.5813,116.5323
pack_shader_showcase,274,37.5729,26.6149
pack_shader_showcase,275,9.8067,101.9712
pack_shader_showcase,276,8.3145,120.2722
pack_shader_showcase,277,8.5966,116.3253
pack_shader_showcase,278,9.8464,101.5603
pack_shader_showcase,279,9.7336,102.7373
pack_shader_showcase,280,8.8017,113.6150
pack_shader_showcase,281,35.0661,28.5176
pack_shader_showcase,282,10.6978,93.4768
pack_shader_showcase,283,8.8458,113.0481
pack_shader_showcase,284,8.4828,117.8853
pack_shader_showcase,285,8.8875,112.5170
pack_shader_showcase,286,9.2717,107.8552
pack_shader_showcase,287,10.0512,99.4909
pack_shader_showcase,288,22.0281,45.3966
pack_shader_showcase,289,18.2791,54.7074
pack_shader_showcase,290,10.1547,98.4762
pack_shader_showcase,291,8.7740,113.9725
pack_shader_showcase,292,8.4015,119.0266
pack_shader_showcase,293,8.6293,115.8837
pack_shader_showcase,294,8.7051,114.8747
pack_shader_showcase,295,9.2186,108.4760
pack_shader_showcase,296,33.3216,30.0106
pack_shader_showcase,297,13.5744,73.6682
pack_shader_showcase,298,10.4109,96.0534
pack_shader_showcase,299,9.6575,103.5468
pack_shader_showcase,300,8.4936,117.7361
pack_shader_showcase,301,8.7797,113.8995
pack_shader_showcase,302,8.5127,117.4721
pack_shader_showcase,303,37.0903,26.9612
pack_shader_showcase,304,8.9278,112.0092
pack_shader_showcase,305,9.1956,108.7481
pack_shader_showcase,306,9.7594,102.4654
pack_shader_showcase,307,9.5252,104.9847
pack_shader_showcase,308,9.0444,110.5658
pack_shader_showcase,309,9.0634,110.3335
pack_shader_showcase,310,37.1584,26.9118
pack_shader_showcase,311,14.7004,68.0256
pack_shader_showcase,312,9.4964,105.3036
pack_shader_showcase,313,18.4796,54.1136
pack_shader_showcase,314,10.2263,97.7869
pack_shader_showcase,315,9.9794,100.2064
pack_shader_showcase,316,25.2041,39.6760
pack_shader_showcase,317,25.0256,39.9591
pack_shader_showcase,318,10.7035,93.4270
pack_shader_showcase,319,10.8300,92.3364
pack_shader_showcase,320,10.7617,92.9221
pack_shader_showcase,321,9.5297,104.9356
pack_shader_showcase,322,21.5519,46.3995
pack_shader_showcase,323,27.6163,36.2105
pack_shader_showcase,324,10.8056,92.5450
pack_shader_showcase,325,10.1302,98.7152
pack_shader_showcase,326,10.7857,92.7157
pack_shader_showcase,327,9.8752,101.2635
pack_shader_showcase,328,33.5998,29.7621
pack_shader_showcase,329,13.7697,72.6234
pack_shader_showcase,330,8.5797,116.5547
pack_shader_showcase,331,9.1335,109.4873
pack_shader_showcase,332,8.4920,117.7585
pack_shader_showcase,333,11.2733,88.7055
pack_shader_showcase,334,9.1015,109.8720
pack_shader_showcase,335,23.2823,42.9510
pack_shader_showcase,336,20.2331,49.4239
pack_shader_showcase,337,10.5616,94.6823
pack_shader_showcase,338,8.1478,122.7327
pack_shader_showcase,339,8.8633,112.8253
pack_shader_showcase,340,8.2979,120.5122
pack_shader_showcase,341,10.3645,96.4828
pack_shader_showcase,342,22.9297,43.6116
pack_shader_showcase,343,18.4176,54.2960
pack_shader_showcase,344,10.3884,96.2610
