benchmark,sample_index,frame_time_ms,fps
particle_cycle,0,9.5071,105.1841
particle_cycle,1,7.9912,125.1372
particle_cycle,2,7.9641,125.5634
particle_cycle,3,8.4782,117.9501
particle_cycle,4,8.3521,119.7306
particle_cycle,5,8.3572,119.6574
particle_cycle,6,16.4129,60.9275
particle_cycle,7,14.0002,71.4274
particle_cycle,8,8.4155,118.8285
particle_cycle,9,8.2452,121.2832
particle_cycle,10,8.7169,114.7202
particle_cycle,11,9.5270,104.9645
particle_cycle,12,7.2389,138.1417
particle_cycle,13,8.2212,121.6362
particle_cycle,14,8.5228,117.3322
particle_cycle,15,8.3682,119.4997
particle_cycle,16,17.5622,56.9404
particle_cycle,17,15.1581,65.9714
particle_cycle,18,8.4312,118.6075
particle_cycle,19,8.1237,123.0970
particle_cycle,20,8.6473,115.6429
particle_cycle,21,9.4280,106.0669
particle_cycle,22,7.4807,133.6766
particle_cycle,23,8.0647,123.9978
particle_cycle,24,20.9964,47.6271
particle_cycle,25,18.2560,54.7765
particle_cycle,26,6.7013,149.2252
particle_cycle,27,8.8030,113.5973
particle_cycle,28,7.9140,126.3586
particle_cycle,29,8.0518,124.1954
particle_cycle,30,9.7755,102.2970
particle_cycle,31,7.0435,141.9750
particle_cycle,32,8.3611,119.6013
particle_cycle,33,8.7559,114.2088
particle_cycle,34,13.4481,74.3598
particle_cycle,35,16.4091,60.9418
particle_cycle,36,7.0623,141.5970
particle_cycle,37,8.3739,119.4181
particle_cycle,38,8.5464,117.0089
particle_cycle,39,8.2837,120.7197
particle_cycle,40,8.6031,116.2378
particle_cycle,41,9.5298,104.9339
particle_cycle,42,19.5444,51.1657
particle_cycle,43,1.2940,772.8053
particle_cycle,44,15.5653,64.2454
particle_cycle,45,9.6979,103.1155
particle_cycle,46,7.0255,142.3393
particle_cycle,47,8.3968,119.0927
particle_cycle,48,8.6491,115.6184
particle_cycle,49,8.0955,123.5256
particle_cycle,50,8.4869,117.8289
particle_cycle,51,9.4724,105.5704
particle_cycle,52,19.5587,51.1282
particle_cycle,53,15.4683,64.6482
particle_cycle,54,8.2659,120.9789
particle_cycle,55,9.4030,106.3486
particle_cycle,56,7.4191,134.7877
particle_cycle,57,8.3199,120.1936
particle_cycle,58,8.7329,114.5099
particle_cycle,59,8.1617,122.5239
particle_cycle,60,8.5442,117.0382
particle_cycle,61,16.0746,62.2101
particle_cycle,62,15.7146,63.6351
particle_cycle,63,8.3975,119.0836
particle_cycle,64,8.2133,121.7537
particle_cycle,65,9.9181,100.8253
particle_cycle,66,7.2242,138.4230
particle_cycle,67,8.0885,123.6325
particle_cycle,68,8.9239,112.0591
particle_cycle,69,8.0875,123.6475
particle_cycle,70,19.1154,52.3138
particle_cycle,71,14.1206,70.8186
particle_cycle,72,8.2556,121.1298
particle_cycle,73,8.3845,119.2672
particle_cycle,74,8.5238,117.3188
particle_cycle,75,9.3018,107.5065
particle_cycle,76,7.4903,133.5067
particle_cycle,77,8.3197,120.1966
particle_cycle,78,8.5588,116.8395
particle_cycle,79,21.6621,46.1636
particle_cycle,80,14.5470,68.7427
particle_cycle,81,8.0726,123.8759
particle_cycle,82,8.7006,114.9341
particle_cycle,83,8.2754,120.8399
particle_cycle,84,9.3719,106.7017
particle_cycle,85,7.3355,136.3229
particle_cycle,86,8.6335,115.8277
particle_cycle,87,8.2123,121.7684
particle_cycle,88,16.5569,60.3976
particle_cycle,89,17.2389,58.0084
particle_cycle,90,6.6267,150.9044
particle_cycle,91,8.4995,117.6534
particle_cycle,92,8.4526,118.3065
particle_cycle,93,8.2830,120.7299
particle_cycle,94,9.6742,103.3675
particle_cycle,95,7.1663,139.5425
particle_cycle,96,8.5137,117.4577
particle_cycle,97,15.2182,65.7107
particle_cycle,98,17.4580,57.2803
particle_cycle,99,8.3556,119.6802
particle_cycle,100,7.2326,138.2620
particle_cycle,101,8.2588,121.0829
particle_cycle,102,8.6268,115.9174
particle_cycle,103,8.1962,122.0081
particle_cycle,104,8.5371,117.1365
particle_cycle,105,9.2835,107.7175
particle_cycle,106,19.6507,50.8888
particle_cycle,107,15.6921,63.7265
particle_cycle,108,9.2606,107.9849
particle_cycle,109,7.0517,141.8103
particle_cycle,110,8.5453,117.0234
particle_cycle,111,8.3646,119.5510
particle_cycle,112,8.4307,118.6139
particle_cycle,113,8.3106,120.3281
particle_cycle,114,9.5029,105.2307
particle_cycle,115,14.1477,70.6831
particle_cycle,116,15.5587,64.2727
particle_cycle,117,8.2301,121.5050
particle_cycle,118,8.3655,119.5383
particle_cycle,119,9.2707,107.8673
particle_cycle,120,7.5877,131.7924
particle_cycle,121,8.2657,120.9820
particle_cycle,122,8.6069,116.1857
particle_cycle,123,8.3503,119.7563
particle_cycle,124,19.7900,50.5305
particle_cycle,125,14.6007,68.4900
particle_cycle,126,8.6381,115.7659
particle_cycle,127,8.1687,122.4178
particle_cycle,128,9.3862,106.5396
particle_cycle,129,7.2828,137.3101
particle_cycle,130,8.5050,117.5781
particle_cycle,131,8.3102,120.3339
particle_cycle,132,8.5010,117.6333
particle_cycle,133,19.4449,51.4273
particle_cycle,134,14.3567,69.6541
particle_cycle,135,8.3960,119.1042
particle_cycle,136,8.4216,118.7423
particle_cycle,137,8.4864,117.8356
particle_cycle,138,9.4164,106.1973
particle_cycle,139,7.4485,134.2545
particle_cycle,140,8.4699,118.0654
particle_cycle,141,8.3263,120.1019
particle_cycle,142,17.9041,55.8532
particle_cycle,143,17.0493,58.6535
particle_cycle,144,7.1981,138.9256
particle_cycle,145,8.2537,121.1573
particle_cycle,146,8.4142,118.8472
particle_cycle,147,8.4647,118.1371
particle_cycle,148,9.3208,107.2871
particle_cycle,149,7.5065,133.2177
particle_cycle,150,8.3294,120.0573
particle_cycle,151,8.4557,118.2637
particle_cycle,152,15.0821,66.3040
particle_cycle,153,16.9583,58.9681
particle_cycle,154,8.9119,112.2092
particle_cycle,155,7.3996,135.1418
particle_cycle,156,7.7328,129.3189
particle_cycle,157,8.2093,121.8128
particle_cycle,158,9.4918,105.3542
particle_cycle,159,7.4882,133.5430
particle_cycle,160,19.5692,51.1006
particle_cycle,161,15.7628,63.4407
particle_cycle,162,9.1359,109.4584
particle_cycle,163,7.5308,132.7885
particle_cycle,164,8.3053,120.4045
particle_cycle,165,8.4572,118.2424
particle_cycle,166,8.4491,118.3552
particle_cycle,167,8.3910,119.1754
particle_cycle,168,9.2464,108.1499
particle_cycle,169,19.8410,50.4007
particle_cycle,170,16.2865,61.4005
particle_cycle,171,8.0099,124.8459
particle_cycle,172,9.4435,105.8930
particle_cycle,173,7.2996,136.9941
particle_cycle,174,8.3433,119.8566
particle_cycle,175,8.5547,116.8947
particle_cycle,176,8.4191,118.7771
particle_cycle,177,8.5040,117.5921
particle_cycle,178,17.1869,58.1837
particle_cycle,179,15.3792,65.0228
particle_cycle,180,8.1877,122.1344
particle_cycle,181,8.4709,118.0519
particle_cycle,182,9.2121,108.5526
particle_cycle,183,7.5660,132.1699
particle_cycle,184,8.2918,120.6006
particle_cycle,185,8.5362,117.1481
particle_cycle,186,8.3847,119.2651
particle_cycle,187,18.5457,53.9208
particle_cycle,188,14.6756,68.1402
particle_cycle,189,8.2418,121.3322
particle_cycle,190,8.1923,122.0659
particle_cycle,191,8.5388,117.1120
particle_cycle,192,9.2692,107.8838
particle_cycle,193,7.4366,134.4696
particle_cycle,194,8.4457,118.4036
particle_cycle,195,8.5755,116.6115
particle_cycle,196,20.6686,48.3827
particle_cycle,197,2.2888,436.9128
particle_cycle,198,14.5636,68.6643
particle_cycle,199,7.9582,125.6564
particle_cycle,200,8.4262,118.6779
particle_cycle,201,8.3386,119.9242
particle_cycle,202,9.2325,108.3127
particle_cycle,203,7.8080,128.0736
particle_cycle,204,8.2604,121.0592
particle_cycle,205,8.5361,117.1490
particle_cycle,206,14.9234,67.0088
particle_cycle,207,17.6683,56.5985
particle_cycle,208,7.1556,139.7516
particle_cycle,209,8.4277,118.6567
particle_cycle,210,8.5060,117.5645
particle_cycle,211,8.3269,120.0934
particle_cycle,212,9.6541,103.5825
particle_cycle,213,7.2485,137.9593
particle_cycle,214,8.5902,116.4113
particle_cycle,215,20.0797,49.8015
particle_cycle,216,16.4061,60.9530
particle_cycle,217,7.4947,133.4274
particle_cycle,218,8.2421,121.3285
particle_cycle,219,8.2914,120.6073
particle_cycle,220,8.4453,118.4093
particle_cycle,221,8.4576,118.2368
particle_cycle,222,9.6138,104.0177
particle_cycle,223,7.3023,136.9423
particle_cycle,224,15.1375,66.0610
particle_cycle,225,15.8450,63.1115
particle_cycle,226,9.0938,109.9647
particle_cycle,227,7.3990,135.1528
particle_cycle,228,8.4457,118.4040
particle_cycle,229,8.4473,118.3817
particle_cycle,230,8.4543,118.2826
particle_cycle,231,8.4138,118.8526
particle_cycle,232,9.3211,107.2831
particle_cycle,233,15.4627,64.6716
particle_cycle,234,16.4551,60.7714
particle_cycle,235,8.1452,122.7724
particle_cycle,236,9.8038,102.0015
particle_cycle,237,6.9973,142.9117
particle_cycle,238,8.6400,115.7406
particle_cycle,239,8.3017,120.4576
particle_cycle,240,8.4404,118.4776
particle_cycle,241,8.4580,118.2317
particle_cycle,242,17.0550,58.6340
particle_cycle,243,15.2679,65.4969
particle_cycle,244,8.4047,118.9805
particle_cycle,245,8.5543,116.9000
particle_cycle,246,9.2259,108.3908
particle_cycle,247,7.3415,136.2113
particle_cycle,248,8.5808,116.5399
particle_cycle,249,8.3214,120.1728
particle_cycle,250,8.5704,116.6804
particle_cycle,251,18.2899,54.6750
particle_cycle,252,15.8069,63.2637
particle_cycle,253,8.2159,121.7153
particle_cycle,254,8.2773,120.8121
particle_cycle,255,8.3699,119.4754
particle_cycle,256,9.4592,105.7171
particle_cycle,257,7.7670,128.7499
particle_cycle,258,8.2922,120.5953
particle_cycle,259,8.3953,119.1138
particle_cycle,260,18.5585,53.8837
particle_cycle,261,16.5663,60.3635
particle_cycle,262,7.2466,137.9966
particle_cycle,263,8.5325,117.1987
particle_cycle,264,8.2979,120.5129
particle_cycle,265,8.5463,117.0100
particle_cycle,266,9.1347,109.4723
particle_cycle,267,7.8897,126.7472
particle_cycle,268,8.1385,122.8730
particle_cycle,269,18.4626,54.1635
particle_cycle,270,17.3584,57.6090
particle_cycle,271,7.1349,140.1558
particle_cycle,272,8.3738,119.4201
particle_cycle,273,8.3776,119.3665
particle_cycle,274,8.3619,119.5907
particle_cycle,275,8.6587,115.4906
particle_cycle,276,9.1158,109.6993
particle_cycle,277,7.6635,130.4890
particle_cycle,278,20.8129,48.0471
particle_cycle,279,16.7837,59.5816
particle_cycle,280,7.2803,137.3575
particle_cycle,281,8.5293,117.2425
particle_cycle,282,9.0029,111.0748
particle_cycle,283,8.1340,122.9404
particle_cycle,284,8.4834,117.8770
particle_cycle,285,8.8160,113.4303
particle_cycle,286,7.5137,133.0902
particle_cycle,287,18.8532,53.0413
particle_cycle,288,15.7548,63.4728
particle_cycle,289,9.2395,108.2310
particle_cycle,290,7.4520,134.1925
particle_cycle,291,8.4662,118.1169
particle_cycle,292,8.3783,119.3561
particle_cycle,293,8.4219,118.7377
